"TRACTCE","NAME","YEAR","area","sub_nn","central_nn","park_touch","park_in","crime15","ch_crime15","crime15_den","ch_crime15_den","crime20","ch_crime20","crime20_den","ch_crime20_den","star15","ch_star15","star15_den","ch_star15_den","star20","ch_star20","star20_den","ch_star20_den","bike15","ch_bike15","bike15_den","ch_bike15_den","bike20","ch_bike20","bike20_den","ch_bike20_den"
"804406","8044.06","all",1756.03020403827,96461.6767146823,176353.149944419,0,0,1,0,0.000569466286912573,0,1,0,0.000569466286912573,0,1,0,0.000569466286912573,0,1,0,0.000569466286912573,0,1,0,0.000569466286912573,0,1,0,0.000569466286912573,0
"804716","8047.16","all",572.991783431051,62137.652917637,143851.874189345,0,0,1,0,0.00174522572385252,0,1,0,0.00174522572385252,0,1,0,0.00174522572385252,0,1,0,0.00174522572385252,0,1,0,0.00174522572385252,0,1,0,0.00174522572385252,0
"820606","8206.06","all",859.537092386356,36385.3765078471,81368.1223424784,0,0,1,0,0.00116341692389757,0,1,0,0.00116341692389757,0,1,0,0.00116341692389757,0,1,0,0.00116341692389757,0,1,0,0.00116341692389757,0,1,0,0.00116341692389757,0
"820604","8206.04","all",728.027719704316,27727.4589547046,72872.1968546965,0,0,1,0,0.00137357407270996,0,1,0,0.00137357407270996,0,1,0,0.00137357407270996,0,1,0,0.00137357407270996,0,1,0,0.00137357407270996,0,1,0,0.00137357407270996,0
"824116","8241.16","all",2301.67365211337,68309.5015325953,114381.609948079,0,0,1,0,0.000434466458388577,0,1,0,0.000434466458388577,0,1,0,0.000434466458388577,0,1,0,0.000434466458388577,0,1,0,0.000434466458388577,0,1,0,0.000434466458388577,0
"824114","8241.14","all",1546.47806639591,72817.4422664843,118929.375950185,0,0,1,0,0.000646630574160367,0,1,0,0.000646630574160367,0,1,0,0.000646630574160367,0,1,0,0.000646630574160367,0,1,0,0.000646630574160367,0,1,0,0.000646630574160367,0
"823806","8238.06","all",719.601730877944,40419.7186923146,86279.8768211226,0,0,1,0,0.001389657580145,0,1,0,0.001389657580145,0,1,0,0.001389657580145,0,1,0,0.001389657580145,0,1,0,0.001389657580145,0,1,0,0.001389657580145,0
"824003","8240.03","all",939.67456888589,81143.1535850986,126223.293486556,0,0,1,0,0.00106419821618205,0,1,0,0.00106419821618205,0,1,0,0.00106419821618205,0,1,0,0.00106419821618205,0,1,0,0.00106419821618205,0,1,0,0.00106419821618205,0
"824005","8240.05","all",2799.09298206941,87822.4417775272,132397.724931695,0,0,1,0,0.000357258585693957,0,1,0,0.000357258585693957,0,1,0,0.000357258585693957,0,1,0,0.000357258585693957,0,1,0,0.000357258585693957,0,1,0,0.000357258585693957,0
"824122","8241.22","all",984.281734066886,74093.6215406318,122336.89967423,0,0,1,0,0.00101596927524822,0,1,0,0.00101596927524822,0,1,0,0.00101596927524822,0,1,0,0.00101596927524822,0,1,0,0.00101596927524822,0,1,0,0.00101596927524822,0
"806201","8062.01","all",155.135080269307,24035.5695838389,91985.1565450148,0,0,1,0,0.00644599531108018,0,1,0,0.00644599531108018,0,1,0,0.00644599531108018,0,1,0,0.00644599531108018,0,1,0,0.00644599531108018,0,1,0,0.00644599531108018,0
"802506","8025.06","all",915.215928217261,51644.9944786893,115445.72055583,0,0,1,0,0.00109263832628863,0,1,0,0.00109263832628863,0,1,0,0.00109263832628863,0,1,0,0.00109263832628863,0,1,0,0.00109263832628863,0,1,0,0.00109263832628863,0
"804506","8045.06","all",1241.28482590233,80336.3775089062,159962.250738288,0,0,1,0,0.000805616873043678,0,1,0,0.000805616873043678,0,1,0,0.000805616873043678,0,1,0,0.000805616873043678,0,1,0,0.000805616873043678,0,1,0,0.000805616873043678,0
"824119","8241.19","all",1906.15952386023,87789.4079452019,133750.197614273,0,0,1,0,0.000524615063683058,0,1,0,0.000524615063683058,0,1,0,0.000524615063683058,0,1,0,0.000524615063683058,0,1,0,0.000524615063683058,0,1,0,0.000524615063683058,0
"838800","8388","all",5354.08325215005,20082.5931112174,74869.5401580069,526.082213928998,526.082213929019,552,-213,0.10309888247971,-0.0397827209568445,523,-29,0.0976824556827685,-0.00541642679694126,1,0,0.000186773337825561,0,1,0,0.000186773337825561,0,1,0,0.000186773337825561,0,1,0,0.000186773337825561,0
"842300","8423","all",462.539745513463,2242.82143035364,9744.14632955095,12.5141907241639,9.1507886853275,554,-241,1.19773490899686,-0.521036305177336,434,-120,0.938297744593211,-0.259437164403653,1,0,0.00216197637003044,0,1,0,0.00216197637003044,0,4,1,0.00864790548012176,0.00216197637003044,4,0,0.00864790548012176,0
"836900","8369","all",40.7024390825663,888.447183863547,20953.594587949,0,0,255,-147,6.26498081559004,-3.61157717604602,197,-58,4.84000478694603,-1.42497602864401,1,0,0.0245685522180001,0,1,0,0.0245685522180001,0,1,0,0.0245685522180001,0,1,0,0.0245685522180001,0
"839500","8395","all",64.7778125973162,2000.65907269212,18556.9663184109,0,0,172,-52,2.65523013364496,-0.802743993892662,140,-32,2.16123382971101,-0.493996303933946,1,0,0.0154373844979358,0,1,0,0.0154373844979358,0,2,0,0.0308747689958716,0,2,0,0.0308747689958716,0
"835800","8358","all",70.2850890174634,1248.18583693936,26186.3693328049,2.42468476920804,2.42468476920734,220,-174,3.13010914655508,-2.4756317795481,191,-29,2.71750384996372,-0.412605296591351,1,0,0.0142277688479776,0,1,0,0.0142277688479776,0,1,0,0.0142277688479776,0,1,0,0.0142277688479776,0
"831900","8319","all",80.1439820850907,779.330284697231,24595.9986708024,0.392559267155898,0.292340804395395,102,-82,1.27270940807139,-1.02315854374367,98,-4,1.22279923520585,-0.0499101728655449,1,0,0.0124775432163862,0,1,0,0.0124775432163862,0,3,0,0.0374326296491586,0,2,-1,0.0249550864327724,-0.0124775432163862
"841200","8412","all",154.543875629869,656.33596567182,18108.0719156504,0,0,320,-202,2.07060938970106,-1.30707217724879,245,-75,1.58531031398987,-0.485299075711186,1,0,0.00647065434281581,0,1,0,0.00647065434281581,0,1,0,0.00647065434281581,0,1,0,0.00647065434281581,0
"832600","8326","all",178.322328791966,1320.60935436999,12933.4236229324,1.57460140502767,1.57460140502787,308,-213,1.72720938587179,-1.19446623113861,197,-111,1.10474106823618,-0.622468317635613,1,0,0.00560782268140192,0,1,0,0.00560782268140192,0,2,0,0.0112156453628038,0,2,0,0.0112156453628038,0
"841900","8419","all",633.722840616373,2837.98708274285,7100.41158501988,0,0,1023,-180,1.6142703630581,-0.28403584100729,808,-215,1.27500533074383,-0.339265032314263,2,-1,0.00315595378896989,-0.00157797689448494,3,1,0.00473393068345483,0.00157797689448494,9,1,0.0142017920503645,0.00157797689448494,10,1,0.0157797689448494,0.00157797689448494
"843200","8432","all",779.409154467107,2999.94960711725,16377.1639629587,14.5601039884764,8.92371129461489,306,-115,0.392605088413693,-0.147547663946323,273,-33,0.350265323976922,-0.0423397644367708,1,0,0.00128302316475063,0,1,0,0.00128302316475063,0,3,1,0.00384906949425189,0.00128302316475063,3,0,0.00384906949425189,0
"843400","8434","all",162.154888097783,1646.98766338398,30779.4656877177,0,0,379,-126,2.33727150902448,-0.777034855242966,365,-14,2.25093430288637,-0.0863372061381074,1,0,0.0061669432955791,0,1,0,0.0061669432955791,0,1,0,0.0061669432955791,0,1,0,0.0061669432955791,0
"842600","8426","all",909.228306665067,6028.50788187552,25611.5413111984,6.95048051018048,6.95048051018022,492,-231,0.541118216836642,-0.254061601807448,381,-111,0.41903666791618,-0.122081548920462,1,0,0.00109983377405821,0,1,0,0.00109983377405821,0,1,0,0.00109983377405821,0,2,1,0.00219966754811643,0.00109983377405821
"809000","8090","all",358.548231288673,9077.60577187399,68370.4361217824,0,0,1,0,0.00278902505363325,0,1,0,0.00278902505363325,0,1,0,0.00278902505363325,0,1,0,0.00278902505363325,0,1,0,0.00278902505363325,0,1,0,0.00278902505363325,0
"803300","8033","all",491.086389501764,45434.5794551852,122208.143063882,0,0,1,0,0.00203630159861396,0,1,0,0.00203630159861396,0,1,0,0.00203630159861396,0,1,0,0.00203630159861396,0,1,0,0.00203630159861396,0,1,0,0.00203630159861396,0
"803200","8032","all",685.442689112883,50880.6292778787,127016.767786567,0,0,1,0,0.00145891117650438,0,1,0,0.00145891117650438,0,1,0,0.00145891117650438,0,1,0,0.00145891117650438,0,1,0,0.00145891117650438,0,1,0,0.00145891117650438,0
"808900","8089","all",354.330247959529,7653.28165165838,70542.0924511213,0,0,1,0,0.0028222258916891,0,1,0,0.0028222258916891,0,1,0,0.0028222258916891,0,1,0,0.0028222258916891,0,1,0,0.0028222258916891,0,1,0,0.0028222258916891,0
"301803","3018.03","all",86.7474799215533,5302.27517349389,31455.219785121,0,0,203,-110,2.34012561729257,-1.26804836405016,177,-26,2.04040509488072,-0.299720522411857,1,0,0.011527712400456,0,1,0,0.011527712400456,0,1,0,0.011527712400456,0,1,0,0.011527712400456,0
"809100","8091","all",309.145098736403,5362.36181576699,66920.7158887441,0,0,1,0,0.0032347270071154,0,1,0,0.0032347270071154,0,1,0,0.0032347270071154,0,1,0,0.0032347270071154,0,1,0,0.0032347270071154,0,1,0,0.0032347270071154,0
"809300","8093","all",251.483613651252,858.18289175705,65104.4536589838,0,0,1,0,0.00397640222152511,0,1,0,0.00397640222152511,0,1,0,0.00397640222152511,0,1,0,0.00397640222152511,0,1,0,0.00397640222152511,0,1,0,0.00397640222152511,0
"809200","8092","all",294.863773170013,4306.77937890407,64141.91923128,0,0,1,0,0.00339139660748836,0,1,0,0.00339139660748836,0,1,0,0.00339139660748836,0,1,0,0.00339139660748836,0,1,0,0.00339139660748836,0,1,0,0.00339139660748836,0
"063302","633.02","all",29.9495804327173,3678.64127498898,18552.5519799033,0,0,46,-42,1.53591467177113,-1.40235687422581,66,20,2.2037036594977,0.667788987726577,1,0,0.0333894493863289,0,1,0,0.0333894493863289,0,1,0,0.0333894493863289,0,1,0,0.0333894493863289,0
"220701","2207.01","all",65.8256364644326,3775.665983072,29360.0940472505,0,0,153,-151,2.32432237981732,-2.29393908073474,110,-43,1.67108144954187,-0.653240930275457,1,0,0.0151916495412897,0,1,0,0.0151916495412897,0,1,0,0.0151916495412897,0,1,0,0.0151916495412897,0
"813301","8133.01","all",160.105714096518,3835.50090491091,35041.2081730428,0,0,3,1,0.0187376198090686,0.00624587326968955,2,-1,0.0124917465393791,-0.00624587326968955,1,0,0.00624587326968955,0,1,0,0.00624587326968955,0,1,0,0.00624587326968955,0,1,0,0.00624587326968955,0
"660301","6603.01","all",40.4719123405961,9040.35292343198,42478.5091619691,0,0,217,-189,5.36174318064862,-4.66990535088751,182,-35,4.49694589344723,-0.864797287201391,1,0,0.0247084939200397,0,1,0,0.0247084939200397,0,1,0,0.0247084939200397,0,1,0,0.0247084939200397,0
"813702","8137.02","all",92.6079706571655,1228.36043091348,33669.4149417576,0,0,1,0,0.0107982066004016,0,1,0,0.0107982066004016,0,1,0,0.0107982066004016,0,1,0,0.0107982066004016,0,1,0,0.0107982066004016,0,1,0,0.0107982066004016,0
"660302","6603.02","all",121.537763539467,7733.20778787536,41305.7161895394,0.0858107989295332,0.0858107989295612,285,-359,2.34495017597927,-2.95381443219845,311,26,2.55887545519141,0.213925279212144,1,0,0.00822789535431323,0,1,0,0.00822789535431323,0,1,0,0.00822789535431323,0,1,0,0.00822789535431323,0
"813302","8133.02","all",159.932460490535,3404.02938747721,32454.0334224047,0,0,2,-5,0.0125052787524541,-0.0312631968811354,5,3,0.0312631968811353,0.0187579181286812,1,0,0.00625263937622707,0,1,0,0.00625263937622707,0,1,0,0.00625263937622707,0,1,0,0.00625263937622707,0
"252201","2522.01","all",95.5776358202693,2646.27072195435,33571.6541048455,3.72734656147619,3.72734656147687,597,-137,6.2462310861365,-1.43338971323401,444,-153,4.64543819471459,-1.60079289142192,1,0,0.0104626986367446,0,1,0,0.0104626986367446,0,1,0,0.0104626986367446,0,1,0,0.0104626986367446,0
"730202","7302.02","all",215.652505519881,6750.34215769523,57830.6221202559,0,0,282,-87,1.30765927954406,-0.403426799008275,182,-100,0.843950315166736,-0.463708964377328,1,0,0.00463708964377328,0,1,0,0.00463708964377328,0,1,0,0.00463708964377328,0,1,0,0.00463708964377328,0
"835600","8356","all",226.726119429788,2354.99005607114,30124.3186894986,0.709555075316766,0.709555075316937,410,-252,1.80834921459929,-1.11147317580249,333,-77,1.46873241088186,-0.339616803717427,1,0,0.00441060784048606,0,1,0,0.00441060784048606,0,1,0,0.00441060784048606,0,1,0,0.00441060784048606,0
"840000","8400","all",146.096980129947,2088.08289965637,19578.2827921407,0,0,90,-68,0.61602916035601,-0.465444254491207,79,-11,0.540736707423608,-0.0752924529324012,1,0,0.00684476844840011,0,1,0,0.00684476844840011,0,1,0,0.00684476844840011,0,1,0,0.00684476844840011,0
"803016","8030.16","all",254.45448570619,56607.0420123656,129796.530032421,0,0,1,0,0.00392997591386409,0,1,0,0.00392997591386409,0,1,0,0.00392997591386409,0,1,0,0.00392997591386409,0,1,0,0.00392997591386409,0,1,0,0.00392997591386409,0
"804715","8047.15","all",209.723479109902,58429.5632516603,140190.39506173,0,0,1,0,0.0047681833442977,0,1,0,0.0047681833442977,0,1,0,0.0047681833442977,0,1,0,0.0047681833442977,0,1,0,0.0047681833442977,0,1,0,0.0047681833442977,0
"803701","8037.01","all",367.115817686392,65464.4291978667,143339.346780202,0,0,1,0,0.00272393602188574,0,1,0,0.00272393602188574,0,1,0,0.00272393602188574,0,1,0,0.00272393602188574,0,1,0,0.00272393602188574,0,1,0,0.00272393602188574,0
"802403","8024.03","all",138.73939137764,61007.2800872342,128625.420366086,0,0,1,0,0.00720775830188024,0,1,0,0.00720775830188024,0,1,0,0.00720775830188024,0,1,0,0.00720775830188024,0,1,0,0.00720775830188024,0,1,0,0.00720775830188024,0
"804108","8041.08","all",300.092445967096,53508.7102093013,133992.174273753,0,0,1,0,0.00333230647235168,0,1,0,0.00333230647235168,0,1,0,0.00333230647235168,0,1,0,0.00333230647235168,0,1,0,0.00333230647235168,0,1,0,0.00333230647235168,0
"843600","8436","all",101.537469757631,2836.34907761834,28853.1795830708,0.254044635804754,0.254044635804548,284,-211,2.79699701674569,-2.07805060046951,283,-1,2.78714843570081,-0.00984858104487918,1,0,0.0098485810448792,0,1,0,0.0098485810448792,0,2,0,0.0196971620897584,0,2,0,0.0196971620897584,0
"836400","8364","all",411.720975864054,6554.01240861571,24799.6910130375,666.911031344516,77.2786235710597,222,-255,0.539200120989954,-0.619351490326299,241,19,0.585347879092698,0.0461477581027437,1,0,0.00242882937382862,0,1,0,0.00242882937382862,0,1,0,0.00242882937382862,0,1,0,0.00242882937382862,0
"836100","8361","all",212.634161723986,834.64170589152,30987.8019353786,345.643074655871,69.9265205846284,470,-193,2.21036919086451,-0.907662242206063,265,-205,1.24627199059382,-0.964097200270689,1,0,0.00470291317205214,0,1,0,0.00470291317205214,0,1,0,0.00470291317205214,0,1,0,0.00470291317205214,0
"834600","8346","all",386.042358336733,2606.7308479563,35456.295650209,11.5593255914052,8.87795929152189,604,-574,1.56459514598952,-1.48688346655296,508,-96,1.31591777179251,-0.24867737419701,1,0,0.00259038931455219,0,1,0,0.00259038931455219,0,1,0,0.00259038931455219,0,1,0,0.00259038931455219,0
"030102","301.02","all",49.5358728231756,1110.82250058009,40312.8092473747,0.609278586965423,0.609278586965721,92,-71,1.8572399103253,-1.43330471340322,120,28,2.42248683955474,0.565246929229438,1,0,0.0201873903296228,0,1,0,0.0201873903296228,0,1,0,0.0201873903296228,0,1,0,0.0201873903296228,0
"030103","301.03","all",46.4352224399834,1375.57738308282,41004.6008577381,3.46035832513877,3.46035832513904,62,-28,1.33519334552847,-0.602990543141888,64,2,1.37826409861003,0.0430707530815635,1,0,0.0215353765407817,0,1,0,0.0215353765407817,0,1,0,0.0215353765407817,0,1,0,0.0215353765407817,0
"030706","307.06","all",143.79460953098,2088.44523912183,35423.0021561023,1190.33500865351,53.5577771085933,185,75,1.28655726806047,0.521577270835326,108,-77,0.751071270002869,-0.535485998057601,1,0,0.00695436361113768,0,1,0,0.00695436361113768,0,1,0,0.00695436361113768,0,1,0,0.00695436361113768,0
"061902","619.02","all",212.979863755094,4959.36966994157,22100.695196613,1190.33500865351,77.5829828300783,96,-30,0.450746837317872,-0.140858386661835,78,-18,0.366231805320771,-0.084515031997101,1,0,0.0046952795553945,0,1,0,0.0046952795553945,0,1,0,0.0046952795553945,0,1,0,0.0046952795553945,0
"063303","633.03","all",58.4651939288548,5078.21915152288,18373.9721039342,1190.33500865351,45.1402541535662,42,-28,0.718376134202326,-0.478917422801551,44,2,0.752584521545294,0.0342083873429679,1,0,0.017104193671484,0,1,0,0.017104193671484,0,1,0,0.017104193671484,0,1,0,0.017104193671484,0
"030601","306.01","all",62.4786333961097,1231.6959548524,38685.8463171714,1196.42598570026,8.82439274186414,117,-178,1.87264019137917,-2.84897396637173,116,-1,1.85663471965798,-0.0160054717211895,1,0,0.0160054717211895,0,1,0,0.0160054717211895,0,1,0,0.0160054717211895,0,1,0,0.0160054717211895,0
"081202","812.02","all",181.478848692755,2737.64692879894,8153.81947719315,1190.5135025155,16.6361903115744,127,-75,0.699806070596203,-0.413271301533191,73,-54,0.402250733492306,-0.297555337103897,1,0,0.00551028402044254,0,1,0,0.00551028402044254,0,2,1,0.0110205680408851,0.00551028402044254,2,0,0.0110205680408851,0
"220601","2206.01","all",46.7329679251312,1849.0608923048,27298.4559017856,0,0,103,-87,2.20401152704471,-1.86164080439699,66,-37,1.41227923092185,-0.791732296122857,1,0,0.0213981701654826,0,1,0,0.0213981701654826,0,1,0,0.0213981701654826,0,1,0,0.0213981701654826,0
"040401","404.01","all",95.3340272038321,2219.56792625,35467.6958986551,0,0,91,-13,0.954538507068776,-0.136362643866968,72,-19,0.75523925834013,-0.199299248728646,1,0,0.0104894341436129,0,1,0,0.0104894341436129,0,1,0,0.0104894341436129,0,1,0,0.0104894341436129,0
"220901","2209.01","all",72.4731931202794,5169.98432233375,28053.6990692799,5.22085115329198,5.22085115329495,167,-220,2.30430029104472,-3.03560517383137,120,-47,1.65578464027165,-0.648515650773065,1,0,0.0137982053355971,0,1,0,0.0137982053355971,0,1,0,0.0137982053355971,0,1,0,0.0137982053355971,0
"210602","2106.02","all",94.244731663856,1447.39035644074,29018.8012489384,0,0,252,-238,2.67388951669799,-2.52534009910366,176,-76,1.86747839261447,-0.806411124083522,1,0,0.0106106726853095,0,1,0,0.0106106726853095,0,1,0,0.0106106726853095,0,1,0,0.0106106726853095,0
"220602","2206.02","all",114.685004107187,947.36419217701,27823.4723483112,1.42659322538128,1.42659322538205,279,-215,2.43275049054575,-1.87470019880766,216,-63,1.88341973461607,-0.549330755929686,1,0,0.00871953580840772,0,1,0,0.00871953580840772,0,1,0,0.00871953580840772,0,1,0,0.00871953580840772,0
"252202","2522.02","all",157.517212248757,1883.66595546816,31528.9597593519,2.18335701119286,2.18335701119182,1476,89,9.37040453502345,0.565017617626753,1111,-365,7.053197451498,-2.31720708352545,1,0,0.00634851255760396,0,1,0,0.00634851255760396,0,1,0,0.00634851255760396,0,1,0,0.00634851255760396,0
"252102","2521.02","all",165.18654425562,4070.06854108331,35666.3334551137,0,0,1237,-143,7.48850341033704,-0.865687944768146,721,-516,4.36476229494988,-3.12374111538715,1,0,0.0060537618515255,0,1,0,0.0060537618515255,0,1,0,0.0060537618515255,0,4,3,0.024215047406102,0.0181612855545765
"804610","8046.10","all",410.411471437962,43916.234669226,125619.50437793,0,0,1,0,0.00243657906660428,0,1,0,0.00243657906660428,0,1,0,0.00243657906660428,0,1,0,0.00243657906660428,0,1,0,0.00243657906660428,0,1,0,0.00243657906660428,0
"802609","8026.09","all",240.681194898281,45733.0936161402,109007.330513551,0,0,1,0,0.00415487383807709,0,1,0,0.00415487383807709,0,1,0,0.00415487383807709,0,1,0,0.00415487383807709,0,1,0,0.00415487383807709,0,1,0,0.00415487383807709,0
"802610","8026.10","all",316.586222916105,42753.1660261768,106187.406157546,0,0,1,0,0.00315869714982828,0,1,0,0.00315869714982828,0,1,0,0.00315869714982828,0,1,0,0.00315869714982828,0,1,0,0.00315869714982828,0,1,0,0.00315869714982828,0
"770201","7702.01","all",698.61392460546,32166.9496406967,113400.550194261,0,0,1,0,0.00143140576616011,0,1,0,0.00143140576616011,0,1,0,0.00143140576616011,0,1,0,0.00143140576616011,0,1,0,0.00143140576616011,0,1,0,0.00143140576616011,0
"770601","7706.01","all",683.958065556052,18413.9356988282,92510.2672804153,0,0,1,0,0.00146207794068048,0,1,0,0.00146207794068048,0,1,0,0.00146207794068048,0,1,0,0.00146207794068048,0,1,0,0.00146207794068048,0,1,0,0.00146207794068048,0
